message_id,user_id,cp_name,source,cp_id,ai_chat_id,sender_type,message_content,actual_created_at
"662,470","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,So need confirmation about mail,"27 Apr, 2026, 1:02 PM"
"662,471","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,"Just to clarify, are you asking whether the mail you received is genuine or want confirmation about something specific mentioned in that mail? Let me know what exactly you need, so I can assist you better.","27 Apr, 2026, 1:02 PM"
"662,474","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,Genuine,"27 Apr, 2026, 1:03 PM"
"662,475","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,"I can't verify the authenticity of emails directly. For confirmation on whether your placement mail is genuine, please check if the email address matches official Coding Ninjas communication channels (it usually comes from a verified domain). If you are still unsure, you can share the sender's email (but not confidential details) or let me know what the mail says, and I can guide you on next steps. 

If you want your Relationship Manager (RM) to confirm for you, just let me know and I’ll arrange it. Would you like me to create a support ticket for you?","27 Apr, 2026, 1:03 PM"
"662,478","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,Yes,"27 Apr, 2026, 1:03 PM"
"662,479","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,We have created a ticket for the issue and your Relationship Manager (RM) should connect with you within 24–48 working hours. Is there anything else I can help you with?,"27 Apr, 2026, 1:03 PM"
"662,480","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,No,"27 Apr, 2026, 1:03 PM"
"662,481","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,Was this helpful?,"27 Apr, 2026, 1:04 PM"
"662,482","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,Yes,"27 Apr, 2026, 1:04 PM"
"662,485","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,I'm glad I could help! Please drop your feedback from 1 to 5 to help us improve. Happy learning! 🎯,"27 Apr, 2026, 1:04 PM"
"662,548","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,I missed,"27 Apr, 2026, 2:11 PM"
"662,549","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,Callback,"27 Apr, 2026, 2:11 PM"
"662,550","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,"No problem! Could you tell me what you missed? Are you referring to a class, placement opportunity, email, or something else? Let me know so I can help you resolve it quickly.","27 Apr, 2026, 2:11 PM"
"662,551","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,I missed call from RM,"27 Apr, 2026, 2:11 PM"
"662,552","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,"If you missed a call from your Relationship Manager (RM), don’t worry—they’ll usually try to reach you again. If it’s urgent or you’d like to request another callback, just let me know and I can arrange for your RM to contact you within 24–48 working hours. Would you like me to create a support ticket for you?","27 Apr, 2026, 2:11 PM"
"662,553","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",user,Yes,"27 Apr, 2026, 2:11 PM"
"662,554","11,757,717",Job Bootcamp Data Analytics Live | Weekend | 27 Feb 2026,whatsapp,"35,617","145,370",ai,We have created a ticket for the issue and your Relationship Manager (RM) should connect with you within 24–48 working hours. Is there anything else I can help you with?,"27 Apr, 2026, 2:12 PM"
"662,496","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",user,"Hii ma'am,
We talked about token refill for the mock interview session. Kindly check","27 Apr, 2026, 1:21 PM"
"662,497","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",ai,Hi Sagar Kaushik! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 1:21 PM"
"662,498","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",user,Yes arrange a call,"27 Apr, 2026, 1:22 PM"
"662,499","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",ai,"Sure! Before I connect you, let me see if I can help — what's the issue you're facing?","27 Apr, 2026, 1:22 PM"
"662,500","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",user,It's regarding token refill for mock interview sessions,"27 Apr, 2026, 1:24 PM"
"662,501","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",ai,"Thanks for sharing the issue. Here’s how token refills for mock interview sessions usually work: if you’ve exhausted your available tokens, refills may depend on your course plan or if you’ve received any from the support team. Are you unable to book a mock interview currently, or do you need help checking your remaining tokens? Let me know what exactly you're facing so I can help further.","27 Apr, 2026, 1:24 PM"
"662,502","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",user,My all tokens are exhausted . Ned to refill again,"27 Apr, 2026, 1:25 PM"
"662,503","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",ai,"Once your mock interview tokens are exhausted, refills aren't available automatically. For any further support or exceptions, you'll need the help of your Relationship Manager (RM). Would you like me to create a support ticket for you?","27 Apr, 2026, 1:25 PM"
"662,504","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",user,Yes,"27 Apr, 2026, 1:26 PM"
"662,505","3,581,434",Blended | Web Development Job Bootcamp Python | 25 Jun 2024,whatsapp,"33,503","145,373",ai,We have created a ticket for the issue and your Relationship Manager (RM) should connect with you within 24–48 working hours. Is there anything else I can help you with?,"27 Apr, 2026, 1:26 PM"
"662,538","780,519",Advanced Certification in GenAI & Multi Agent Systems | Live | 20 Feb 2026 (B),whatsapp,"35,775","145,382",user,Hey Ayush!,"27 Apr, 2026, 2:06 PM"
"662,539","780,519",Advanced Certification in GenAI & Multi Agent Systems | Live | 20 Feb 2026 (B),whatsapp,"35,775","145,382",ai,Hi Shubhi Jain! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 2:06 PM"
"662,540","780,519",Advanced Certification in GenAI & Multi Agent Systems | Live | 20 Feb 2026 (B),whatsapp,"35,775","145,382",user,Here is my resume,"27 Apr, 2026, 2:06 PM"
"662,541","780,519",Advanced Certification in GenAI & Multi Agent Systems | Live | 20 Feb 2026 (B),whatsapp,"35,775","145,382",ai,"Could you clarify what you need help with regarding your resume — feedback, uploading it to the platform, or something else?","27 Apr, 2026, 2:06 PM"
"662,557","780,519",Advanced Certification in GenAI & Multi Agent Systems | Live | 20 Feb 2026 (B),whatsapp,"35,775","145,382",user,It is for booking a career guidance session,"27 Apr, 2026, 2:17 PM"
"662,558","780,519",Advanced Certification in GenAI & Multi Agent Systems | Live | 20 Feb 2026 (B),whatsapp,"35,775","145,382",ai,"Thanks for sharing your resume! You can book a career guidance session through your course dashboard or Placement Cell section. If you’re facing any issue with booking or uploading your resume during this process, please let me know the exact step where you’re stuck, and I’ll guide you further.","27 Apr, 2026, 2:17 PM"
"662,565","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,"Hi ANKIT,

This is a reminder for your scheduled session with *Dr. Sneha Sharma - Career Spotlight Coach, ATS Resume Writer is live now*.

*Date:* *13th April*
*Time:* *7:00 PM*

*Details:* Discover *what recruiters actually notice in the first few seconds,* how small changes can make a huge difference, and what top candidates do differently to stand out. *This is happening live, don’t miss your chance to fix what’s holding you back.*

*Access link:* weurl.co/S8soGz

Best Regards, 
Team Coding Ninjas","27 Apr, 2026, 2:21 PM"
"662,566","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,Hi ANKIT Kumar Sain! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 2:21 PM"
"662,567","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,Can I get all extra classes recording which happened after,"27 Apr, 2026, 2:23 PM"
"662,568","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,Could you clarify which course or topic you want the extra class recordings for? This will help me find the right information for you.,"27 Apr, 2026, 2:23 PM"
"662,569","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,14thjan,"27 Apr, 2026, 2:23 PM"
"662,570","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,"You can find all extra class (Community Live) session recordings that happened after 14th January in the Community Live section of your Classroom dashboard. Recordings are usually added within 3–4 hours after the session ends, but availability depends on the session type and instructor. Just look for session cards in the Community Live section — if a recording is available, you’ll see a link there. If you don’t find a recording for a specific session, it may not have been uploaded due to instructor or session reasons.

Let me know if you face issues accessing a particular session’s recording or need help navigating to this section.","27 Apr, 2026, 2:23 PM"
"662,571","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,I am talking about 10x classes,"27 Apr, 2026, 2:24 PM"
"662,572","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,"All 10xClub (10x) session recordings—including those held after 14th January—are available inside your classroom. Open the first module of your course and scroll to the bottom; you'll find all 10xClub lectures listed there, and new ones will also be added there. Recordings are usually uploaded within 7–10 days after the session. If you don’t see a specific 10x session recording after this time, just let me know.

Is there anything else you need help with regarding 10x classes?","27 Apr, 2026, 2:25 PM"
"662,578","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,I do not see a specific 10x session recording,"27 Apr, 2026, 2:35 PM"
"662,579","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,Could you tell me the date or topic of the missing 10x session recording? This will help me check its availability or guide you on the next steps.,"27 Apr, 2026, 2:35 PM"
"662,580","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,Crafting resume that get hired you in,"27 Apr, 2026, 2:36 PM"
"662,581","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,"The recording of the 10xClub session “Crafting resume that get hired” should appear in the first module of your classroom within 7–10 days after the session. If it has been more than 10 days and the recording is still missing for this session, please confirm so I can guide you on the next step .","27 Apr, 2026, 2:37 PM"
"662,584","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",user,It has been 14 days It is missing,"27 Apr, 2026, 2:38 PM"
"662,585","10,583,099",Job Bootcamp Data Analytics Live | 14 Jan 2026,whatsapp,"35,453","145,384",ai,Thanks for confirming that it’s been 14 days and the “Crafting resume that get hired” 10x session recording is still missing. I’ll need to create a support ticket for this. Your Relationship Manager (RM) will reach out to you within 24–48 working hours. Would you like me to create a support ticket for you?,"27 Apr, 2026, 2:38 PM"
"662,573","3,132,223",Software Development with GenAI Program | Java | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,classroom,"35,824","145,385",ai,Hi Nitin A Varghese! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 2:26 PM"
"662,574","3,132,223",Software Development with GenAI Program | Java | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,classroom,"35,824","145,385",user,Where do i find my recorded lectures?,"27 Apr, 2026, 2:26 PM"
"662,575","3,132,223",Software Development with GenAI Program | Java | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,classroom,"35,824","145,385",ai,"You can find your recorded lectures in your course classroom on the Coding Ninjas platform. Look for the section or tab named ""Lectures,"" ""Recordings,"" or similar within your current course. If you're unable to locate them, let me know if you see any error or if a specific course's recordings are missing. I can guide you further based on that!","27 Apr, 2026, 2:26 PM"
"662,576","3,132,223",Software Development with GenAI Program | Java | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,classroom,"35,824","145,385",user,I dont see it on my screen,"27 Apr, 2026, 2:27 PM"
"662,577","3,132,223",Software Development with GenAI Program | Java | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,classroom,"35,824","145,385",ai,"Thanks for letting me know. Are you unable to view recorded lectures for all your courses, or is this issue specific to one course? This will help me guide you better.","27 Apr, 2026, 2:27 PM"
"662,605","5,645,605",Job Bootcamp Data Analytics Live | 17 Sep 2025,classroom,"35,128","145,393",ai,Hi Nishant Loomba! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you. How can I assist you with your Coding Ninjas classroom today?,"27 Apr, 2026, 2:48 PM"
"662,608","5,645,605",Job Bootcamp Data Analytics Live | 17 Sep 2025,classroom,"35,128","145,393",user,"hi there is only 1 slot for 1:1 session ,why ","27 Apr, 2026, 2:49 PM"
"662,609","5,645,605",Job Bootcamp Data Analytics Live | 17 Sep 2025,classroom,"35,128","145,393",ai,"The number of available slots for 1:1 sessions can sometimes be limited due to high demand or mentor availability. If you’re only seeing one available slot, it likely means other slots have been booked by other students, or the mentor’s schedule is limited right now. You can check back later to see if more slots open up, as additional times may become available. 

Is there something specific you need help with regarding booking 1:1 sessions?","27 Apr, 2026, 2:49 PM"
"662,656","7,068,234",Job Bootcamp DA Live | 25 Sep 2024(A),classroom,"33,832","145,401",ai,Hi Aradhya Rai! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 3:44 PM"
"662,667","12,097,112",Software Development with GenAI Program | Python | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,whatsapp,"35,819","145,405",user,"Hi abhay. Vidhi this side. 
My laptop will be delivered tomorrow. So ill start working. And give you the update for the work.","27 Apr, 2026, 4:13 PM"
"662,668","12,097,112",Software Development with GenAI Program | Python | Blended | Coding Ninjas Job Bootcamp | 08 Apr 2026,whatsapp,"35,819","145,405",ai,Hi vidhi sharma! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 4:13 PM"
"662,737","4,626,252",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,419",ai,Hi Suhani Aggarwal! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 5:15 PM"
"662,738","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",ai,Hi Mannan Sharma! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 5:16 PM"
"662,739","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",user,i want to pause my course,"27 Apr, 2026, 5:17 PM"
"662,740","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",ai,"As per our policy, pausing or temporarily stopping your course isn't an option on the platform. If you need more time, you can continue accessing your course within your access period. If you're facing a specific issue or need to discuss your situation further, I can connect you with your Relationship Manager (RM). Would you like me to create a support ticket for you?","27 Apr, 2026, 5:17 PM"
"662,741","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",user,Yes,"27 Apr, 2026, 5:17 PM"
"662,742","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",ai,We have created a ticket for the issue and your Relationship Manager (RM) should connect with you within 24–48 working hours. Is there anything else I can help you with?,"27 Apr, 2026, 5:17 PM"
"662,743","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",user,No,"27 Apr, 2026, 5:17 PM"
"662,744","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",ai,Was this helpful?,"27 Apr, 2026, 5:17 PM"
"662,745","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",user,Yes,"27 Apr, 2026, 5:18 PM"
"662,746","4,981,734",IITM Pravartak | Student | Training & Internship Certification in Advanced DSA | Java | Blended | 10 Sep 2025,classroom,"35,143","145,420",ai,I'm glad I could help! Please drop your feedback from 1 to 5 to help us improve. Happy learning! 🎯,"27 Apr, 2026, 5:18 PM"
"662,757","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,Hi Nitin Rana! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 5:33 PM"
"662,757","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,Hi Nitin Rana! I'm Ninja AI! I can resolve most queries instantly. Need to reach your Relationship Manager? Just ask me anytime and I'll arrange it for you.,"27 Apr, 2026, 5:33 PM"
"662,758","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,"i am not able to apply for the jobs because of my latest employment status needs to be change , where  can i change that","27 Apr, 2026, 5:34 PM"
"662,758","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,"i am not able to apply for the jobs because of my latest employment status needs to be change , where  can i change that","27 Apr, 2026, 5:34 PM"
"662,759","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,"You can update your latest employment status directly in your Placement Cell profile. Look for an option to edit or update your employment details in your Placement Cell section on your dashboard. Once updated, you should be able to apply for jobs. If you can’t find this option or face any issues updating it, let me know exactly where you’re getting stuck so I can guide you through the steps!","27 Apr, 2026, 5:34 PM"
"662,759","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,"You can update your latest employment status directly in your Placement Cell profile. Look for an option to edit or update your employment details in your Placement Cell section on your dashboard. Once updated, you should be able to apply for jobs. If you can’t find this option or face any issues updating it, let me know exactly where you’re getting stuck so I can guide you through the steps!","27 Apr, 2026, 5:34 PM"
"662,762","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,i am not getting that option i tried so many times,"27 Apr, 2026, 5:35 PM"
"662,762","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,i am not getting that option i tried so many times,"27 Apr, 2026, 5:35 PM"
"662,763","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,"Thanks for letting me know you’ve tried multiple times but still can’t find the option to update your employment status. Just to confirm, are you checking inside your Placement Cell profile on your dashboard? If yes, does it show any message or error, or is the update/edit button simply missing? 

Let me know so I can help you better or provide the next steps if something is not visible.","27 Apr, 2026, 5:35 PM"
"662,763","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,"Thanks for letting me know you’ve tried multiple times but still can’t find the option to update your employment status. Just to confirm, are you checking inside your Placement Cell profile on your dashboard? If yes, does it show any message or error, or is the update/edit button simply missing? 

Let me know so I can help you better or provide the next steps if something is not visible.","27 Apr, 2026, 5:35 PM"
"662,764","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,edit profile is redirecting me to naukri.com,"27 Apr, 2026, 5:36 PM"
"662,764","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,edit profile is redirecting me to naukri.com,"27 Apr, 2026, 5:36 PM"
"662,765","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,"Thanks for sharing this detail. In the current setup, the Placement Cell profile edit may redirect you to naukri.com for employment status updates. Typically, your profile syncs with your Naukri details, so updating your employment status on Naukri should reflect in your Placement Cell after some time.

If you’ve already updated your Naukri profile and the change still isn’t reflected, let me know—there might be a delay or a technical glitch, and I can guide you further. Have you updated your employment status directly on Naukri.com yet?","27 Apr, 2026, 5:36 PM"
"662,765","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,"Thanks for sharing this detail. In the current setup, the Placement Cell profile edit may redirect you to naukri.com for employment status updates. Typically, your profile syncs with your Naukri details, so updating your employment status on Naukri should reflect in your Placement Cell after some time.

If you’ve already updated your Naukri profile and the change still isn’t reflected, let me know—there might be a delay or a technical glitch, and I can guide you further. Have you updated your employment status directly on Naukri.com yet?","27 Apr, 2026, 5:36 PM"
"662,766","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,"yes i have updated my naurkri profile already , i dont know what specfic they want from me to change","27 Apr, 2026, 5:40 PM"
"662,766","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,"yes i have updated my naurkri profile already , i dont know what specfic they want from me to change","27 Apr, 2026, 5:40 PM"
"662,767","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,"Thanks for confirming you've updated your Naukri profile. Sometimes, there can be a short delay before the changes reflect in your Placement Cell, but if you've waited and it's still not updating, it could be a sync issue.

Could you tell me if you’re seeing any specific error message or instruction when you try to apply for jobs, or does it just block you without details? This will help narrow down what exact update is needed. If you have a screenshot or exact message, please share the text here (since I can't view screenshots).","27 Apr, 2026, 5:40 PM"
"662,767","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,"Thanks for confirming you've updated your Naukri profile. Sometimes, there can be a short delay before the changes reflect in your Placement Cell, but if you've waited and it's still not updating, it could be a sync issue.

Could you tell me if you’re seeing any specific error message or instruction when you try to apply for jobs, or does it just block you without details? This will help narrow down what exact update is needed. If you have a screenshot or exact message, please share the text here (since I can't view screenshots).","27 Apr, 2026, 5:40 PM"
"662,768","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,latest employment status,"27 Apr, 2026, 5:41 PM"
"662,768","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,latest employment status,"27 Apr, 2026, 5:41 PM"
"662,769","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,"Since you already updated your Naukri profile but ""latest employment status"" is still blocking your job applications in the Placement Cell, this seems to be a sync or platform issue. There isn't a separate field to update your employment status directly within Coding Ninjas—it relies on your Naukri data. If the information on Naukri is correct and still not reflecting here even after waiting, it's likely a technical glitch.

I recommend trying these if not already done:
- Log out and log back in to your Coding Ninjas dashboard
- Hard refresh your dashboard (Ctrl+F5)
- Try in an incognito window or another browser

If it still doesn’t update, this needs backend support since you’ve already met all the requirements on your end. Would you like me to create a support ticket so your Relationship Manager (RM) can assist you with this?","27 Apr, 2026, 5:41 PM"
"662,769","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,"Since you already updated your Naukri profile but ""latest employment status"" is still blocking your job applications in the Placement Cell, this seems to be a sync or platform issue. There isn't a separate field to update your employment status directly within Coding Ninjas—it relies on your Naukri data. If the information on Naukri is correct and still not reflecting here even after waiting, it's likely a technical glitch.

I recommend trying these if not already done:
- Log out and log back in to your Coding Ninjas dashboard
- Hard refresh your dashboard (Ctrl+F5)
- Try in an incognito window or another browser

If it still doesn’t update, this needs backend support since you’ve already met all the requirements on your end. Would you like me to create a support ticket so your Relationship Manager (RM) can assist you with this?","27 Apr, 2026, 5:41 PM"
"662,770","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,"yes redirect me to RM
","27 Apr, 2026, 5:42 PM"
"662,770","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,"yes redirect me to RM
","27 Apr, 2026, 5:42 PM"
"662,771","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,We have created a ticket for the issue and your Relationship Manager (RM) should connect with you within 24–48 working hours. Is there anything else I can help you with?,"27 Apr, 2026, 5:42 PM"
"662,771","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,We have created a ticket for the issue and your Relationship Manager (RM) should connect with you within 24–48 working hours. Is there anything else I can help you with?,"27 Apr, 2026, 5:42 PM"
"662,772","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,Yes,"27 Apr, 2026, 5:43 PM"
"662,772","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,Yes,"27 Apr, 2026, 5:43 PM"
"662,773","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,Sure! Please let me know what you need help with next.,"27 Apr, 2026, 5:43 PM"
"662,773","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,Sure! Please let me know what you need help with next.,"27 Apr, 2026, 5:43 PM"
"662,774","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,"my profile is 100 percent compelete according to naukri Great! Your profile is 100% complete
You've increased your chances of being noticed by potential employers







","27 Apr, 2026, 5:43 PM"
"662,774","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,"my profile is 100 percent compelete according to naukri Great! Your profile is 100% complete
You've increased your chances of being noticed by potential employers







","27 Apr, 2026, 5:43 PM"
"662,775","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,"Thanks for confirming your Naukri profile is 100% complete. Since your Placement Cell is still not letting you apply for jobs and you’re already connected to your Relationship Manager (RM) via the ticket, your RM will be able to check the backend sync and resolve this for you. 

Is there anything else you’d like support with regarding your profile or application process?","27 Apr, 2026, 5:43 PM"
"662,775","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,"Thanks for confirming your Naukri profile is 100% complete. Since your Placement Cell is still not letting you apply for jobs and you’re already connected to your Relationship Manager (RM) via the ticket, your RM will be able to check the backend sync and resolve this for you. 

Is there anything else you’d like support with regarding your profile or application process?","27 Apr, 2026, 5:43 PM"
"662,776","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,no,"27 Apr, 2026, 5:44 PM"
"662,776","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,no,"27 Apr, 2026, 5:44 PM"
"662,777","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",ai,Was this helpful?,"27 Apr, 2026, 5:44 PM"
"662,777","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",ai,Was this helpful?,"27 Apr, 2026, 5:44 PM"
"669,446","1,347,064",Pathways to Placement | 05 Aug'24,classroom,"34,418","145,423",user,"i did not recieved any call for RM
","1 May, 2026, 11:33 AM"
"669,446","1,347,064",Career Camp | Hack | August 2021,classroom,"7,955","145,423",user,"i did not recieved any call for RM
","1 May, 2026, 11:33 AM"
